NUMSECCENS;Analfabetos;Doctorado universitario;Educación postsecundaria no superior;Educación primaria;Enseñanzas de formación profesional, artes plásticas y diseño y deportivas de grado superior y equivalentes;Estudios primarios incompletos;Grados universitarios de 240 créditos ECTS, diplomados universitarios, títulos propios universitarios de experto o especialista;Grados universitarios de más de 240 créditos ECTS, licenciados;Másteres, especialidades en Ciencias de la Salud por el sistema de residencia y similares;Primera etapa de educación secundaria y similar;Segunda etapa de educación secundaria con orientación general;Segunda etapa de educación secundaria con orientación profesional
5002.0;0.0;0.02608695652173913;0.004347826086956522;0.043478260869565216;0.08695652173913043;0.017391304347826087;0.12173913043478261;0.16956521739130434;0.05217391304347826;0.2782608695652174;0.08695652173913043;0.11304347826086956
6002.0;0.0;0.0041841004184100415;0.0041841004184100415;0.03765690376569038;0.1297071129707113;0.0;0.09623430962343096;0.0794979079497908;0.03347280334728033;0.33472803347280333;0.09623430962343096;0.18410041841004185
6007.0;0.0;0.0;0.005263157894736842;0.042105263157894736;0.12105263157894737;0.015789473684210527;0.03684210526315789;0.021052631578947368;0.021052631578947368;0.531578947368421;0.07368421052631578;0.13157894736842105
6012.0;0.0;0.010752688172043012;0.0;0.03763440860215054;0.10215053763440861;0.005376344086021506;0.21505376344086022;0.21505376344086022;0.05913978494623656;0.1881720430107527;0.11290322580645161;0.053763440860215055
6013.0;0.0;0.020491803278688523;0.0;0.06967213114754098;0.11885245901639344;0.012295081967213115;0.14344262295081966;0.11475409836065574;0.028688524590163935;0.2786885245901639;0.0860655737704918;0.12704918032786885
6019.0;0.0;0.0111731843575419;0.0;0.0670391061452514;0.1005586592178771;0.00558659217877095;0.10614525139664804;0.11731843575418995;0.0335195530726257;0.35195530726256985;0.09497206703910614;0.11173184357541899
6025.0;0.0;0.0049261083743842365;0.0;0.04433497536945813;0.12807881773399016;0.009852216748768473;0.10837438423645321;0.059113300492610835;0.034482758620689655;0.35960591133004927;0.09359605911330049;0.15763546798029557
6028.0;0.0;0.030303030303030304;0.003367003367003367;0.04713804713804714;0.11447811447811448;0.006734006734006734;0.16835016835016836;0.1750841750841751;0.05723905723905724;0.1919191919191919;0.12121212121212122;0.08417508417508418
6031.0;0.0;0.011560693641618497;0.0;0.046242774566473986;0.12716763005780346;0.005780346820809248;0.08670520231213873;0.07514450867052024;0.03468208092485549;0.3815028901734104;0.08670520231213873;0.14450867052023122
6039.0;0.0;0.0228310502283105;0.0;0.0228310502283105;0.1324200913242009;0.0;0.2100456621004566;0.1872146118721461;0.0730593607305936;0.1415525114155251;0.1278538812785388;0.0821917808219178
6048.0;0.0;0.016556291390728478;0.0;0.006622516556291391;0.16556291390728478;0.0;0.17549668874172186;0.1390728476821192;0.039735099337748346;0.2185430463576159;0.11258278145695365;0.12582781456953643
7005.0;0.0;0.022935779816513763;0.009174311926605505;0.027522935779816515;0.16055045871559634;0.0;0.17889908256880735;0.14678899082568808;0.05045871559633028;0.1926605504587156;0.10550458715596331;0.10550458715596331
7011.0;0.0;0.021052631578947368;0.005263157894736842;0.06842105263157895;0.08421052631578947;0.010526315789473684;0.15263157894736842;0.14210526315789473;0.07368421052631578;0.23157894736842105;0.11052631578947368;0.1
7023.0;0.0;0.007547169811320755;0.0037735849056603774;0.052830188679245285;0.14339622641509434;0.011320754716981131;0.09433962264150944;0.06792452830188679;0.01509433962264151;0.39245283018867927;0.07924528301886792;0.1320754716981132
7027.0;0.0;0.058823529411764705;0.004524886877828055;0.02262443438914027;0.07692307692307693;0.004524886877828055;0.22171945701357465;0.23076923076923078;0.09502262443438914;0.1085972850678733;0.11312217194570136;0.06334841628959276
7030.0;0.0;0.005780346820809248;0.005780346820809248;0.023121387283236993;0.15028901734104047;0.005780346820809248;0.18497109826589594;0.10404624277456648;0.04046242774566474;0.26011560693641617;0.10982658959537572;0.10982658959537572
7034.0;0.0;0.004219409282700422;0.004219409282700422;0.046413502109704644;0.12658227848101267;0.02109704641350211;0.12236286919831224;0.12236286919831224;0.05485232067510549;0.27848101265822783;0.10126582278481013;0.11814345991561181
7043.0;0.0;0.013100436681222707;0.0;0.039301310043668124;0.1615720524017467;0.004366812227074236;0.1615720524017467;0.10043668122270742;0.05240174672489083;0.22707423580786026;0.1091703056768559;0.13100436681222707
7046.0;0.0;0.011278195488721804;0.0037593984962406013;0.041353383458646614;0.12030075187969924;0.015037593984962405;0.10526315789473684;0.06766917293233082;0.03007518796992481;0.34962406015037595;0.12030075187969924;0.13533834586466165
7048.0;0.0;0.013157894736842105;0.0;0.039473684210526314;0.12719298245614036;0.017543859649122806;0.11403508771929824;0.07894736842105263;0.021929824561403508;0.3333333333333333;0.10526315789473684;0.14912280701754385
7050.0;0.0;0.005025125628140704;0.0;0.06030150753768844;0.1407035175879397;0.010050251256281407;0.08542713567839195;0.04522613065326633;0.03015075376884422;0.4371859296482412;0.08542713567839195;0.10050251256281408
7066.0;0.0;0.011904761904761904;0.005952380952380952;0.041666666666666664;0.13095238095238096;0.017857142857142856;0.125;0.09523809523809523;0.023809523809523808;0.3333333333333333;0.1130952380952381;0.10119047619047619
7067.0;0.0;0.005780346820809248;0.005780346820809248;0.08670520231213873;0.12138728323699421;0.011560693641618497;0.1329479768786127;0.09826589595375723;0.028901734104046242;0.2947976878612717;0.09826589595375723;0.11560693641618497
7071.0;0.0056179775280898875;0.011235955056179775;0.0;0.03932584269662921;0.12359550561797752;0.0056179775280898875;0.16292134831460675;0.15168539325842698;0.056179775280898875;0.1853932584269663;0.11235955056179775;0.14606741573033707
7072.0;0.0;0.018867924528301886;0.0037735849056603774;0.026415094339622643;0.15471698113207547;0.0037735849056603774;0.1811320754716981;0.1169811320754717;0.05660377358490566;0.20754716981132076;0.11320754716981132;0.1169811320754717
7074.0;0.0;0.02197802197802198;0.003663003663003663;0.03663003663003663;0.15384615384615385;0.007326007326007326;0.16117216117216118;0.16483516483516483;0.08058608058608059;0.19413919413919414;0.08424908424908426;0.09157509157509157
7076.0;0.0;0.018779342723004695;0.0;0.051643192488262914;0.13615023474178403;0.004694835680751174;0.1267605633802817;0.09389671361502347;0.046948356807511735;0.2863849765258216;0.11737089201877934;0.11737089201877934
7077.0;0.0;0.007168458781362007;0.0;0.05017921146953405;0.10752688172043011;0.007168458781362007;0.13261648745519714;0.06093189964157706;0.03942652329749104;0.3727598566308244;0.1039426523297491;0.11827956989247312
7082.0;0.0;0.003246753246753247;0.003246753246753247;0.03896103896103896;0.17207792207792208;0.006493506493506494;0.09415584415584416;0.048701298701298704;0.025974025974025976;0.3409090909090909;0.10714285714285714;0.1590909090909091
7089.0;0.0;0.008368200836820083;0.0;0.03765690376569038;0.1297071129707113;0.0041841004184100415;0.12552301255230125;0.06694560669456066;0.029288702928870293;0.38493723849372385;0.08786610878661087;0.12552301255230125
7090.0;0.0;0.0036900369003690036;0.0;0.04059040590405904;0.14391143911439114;0.0036900369003690036;0.12915129151291513;0.07011070110701106;0.033210332103321034;0.33579335793357934;0.08856088560885608;0.15129151291512916
7091.0;0.0;0.007371007371007371;0.0;0.014742014742014743;0.17444717444717445;0.0;0.17444717444717445;0.12776412776412777;0.05405405405405406;0.21621621621621623;0.11056511056511056;0.12039312039312039
7092.0;0.0;0.007142857142857143;0.0;0.025;0.16785714285714284;0.0035714285714285713;0.1357142857142857;0.08571428571428572;0.014285714285714285;0.3464285714285714;0.1;0.11428571428571428
7095.0;0.0;0.005952380952380952;0.005952380952380952;0.011904761904761904;0.17261904761904762;0.0;0.14285714285714285;0.08333333333333333;0.017857142857142856;0.32142857142857145;0.1130952380952381;0.125
8001.0;0.0;0.02553191489361702;0.00425531914893617;0.02553191489361702;0.12340425531914893;0.0;0.17872340425531916;0.13191489361702127;0.06382978723404255;0.2127659574468085;0.10638297872340426;0.1276595744680851
8003.0;0.0;0.0111731843575419;0.0;0.05027932960893855;0.13966480446927373;0.01675977653631285;0.13966480446927373;0.09497206703910614;0.0335195530726257;0.27932960893854747;0.12849162011173185;0.10614525139664804
8006.0;0.0;0.003436426116838488;0.0;0.03436426116838488;0.16838487972508592;0.003436426116838488;0.09965635738831616;0.044673539518900345;0.013745704467353952;0.3745704467353952;0.09965635738831616;0.15807560137457044
8007.0;0.0;0.0045045045045045045;0.0045045045045045045;0.04954954954954955;0.12612612612612611;0.009009009009009009;0.12612612612612611;0.05855855855855856;0.018018018018018018;0.36936936936936937;0.1036036036036036;0.13063063063063063
8010.0;0.0;0.006289308176100629;0.0;0.05345911949685535;0.14150943396226415;0.0031446540880503146;0.12264150943396226;0.05660377358490566;0.040880503144654086;0.33647798742138363;0.10377358490566038;0.13522012578616352
8011.0;0.0;0.010948905109489052;0.0072992700729927005;0.06204379562043796;0.10948905109489052;0.0036496350364963502;0.08394160583941605;0.040145985401459854;0.01824817518248175;0.43795620437956206;0.08029197080291971;0.145985401459854
8012.0;0.0;0.010309278350515464;0.002577319587628866;0.06443298969072164;0.11855670103092783;0.007731958762886598;0.08762886597938144;0.04896907216494845;0.028350515463917526;0.40463917525773196;0.06958762886597938;0.15721649484536082
8013.0;0.0;0.003861003861003861;0.003861003861003861;0.07335907335907337;0.12355212355212356;0.011583011583011582;0.09652509652509653;0.03861003861003861;0.023166023166023165;0.38223938223938225;0.10424710424710425;0.138996138996139
8015.0;0.0;0.0;0.0;0.08235294117647059;0.08823529411764706;0.011764705882352941;0.041176470588235294;0.023529411764705882;0.011764705882352941;0.5470588235294118;0.07058823529411765;0.12352941176470589
8017.0;0.0;0.0;0.0;0.07804878048780488;0.11219512195121951;0.00975609756097561;0.05853658536585366;0.03902439024390244;0.014634146341463415;0.5219512195121951;0.06341463414634146;0.1024390243902439
8018.0;0.0;0.02403846153846154;0.0;0.009615384615384616;0.13942307692307693;0.0;0.15384615384615385;0.14903846153846154;0.0625;0.2403846153846154;0.125;0.09615384615384616
8028.0;0.0;0.006097560975609756;0.003048780487804878;0.051829268292682924;0.14329268292682926;0.009146341463414634;0.12195121951219512;0.09451219512195122;0.021341463414634148;0.35060975609756095;0.08841463414634146;0.10975609756097561
8029.0;0.003424657534246575;0.023972602739726026;0.003424657534246575;0.03767123287671233;0.1506849315068493;0.0136986301369863;0.1541095890410959;0.11301369863013698;0.03767123287671233;0.2636986301369863;0.09246575342465753;0.10616438356164383
8030.0;0.0;0.03309692671394799;0.002364066193853428;0.02127659574468085;0.12056737588652482;0.004728132387706856;0.19148936170212766;0.15602836879432624;0.07328605200945626;0.19858156028368795;0.11583924349881797;0.08274231678486997
8031.0;0.0;0.01809954751131222;0.0;0.058823529411764705;0.11764705882352941;0.00904977375565611;0.14027149321266968;0.06787330316742081;0.04072398190045249;0.3212669683257919;0.07239819004524888;0.15384615384615385
8033.0;0.0;0.05649717514124294;0.0;0.014124293785310734;0.10734463276836158;0.005649717514124294;0.20056497175141244;0.2401129943502825;0.11581920903954802;0.1016949152542373;0.096045197740113;0.062146892655367235
8035.0;0.0;0.005714285714285714;0.0;0.02857142857142857;0.16857142857142857;0.005714285714285714;0.13714285714285715;0.08285714285714285;0.03142857142857143;0.28285714285714286;0.12571428571428572;0.13142857142857142
8036.0;0.0;0.0;0.0;0.06111111111111111;0.09444444444444444;0.016666666666666666;0.05555555555555555;0.022222222222222223;0.016666666666666666;0.5222222222222223;0.07777777777777778;0.13333333333333333
8039.0;0.0;0.004098360655737705;0.004098360655737705;0.03278688524590164;0.13114754098360656;0.004098360655737705;0.10245901639344263;0.07377049180327869;0.036885245901639344;0.3770491803278688;0.09836065573770492;0.13524590163934427
8040.0;0.0;0.0029411764705882353;0.0058823529411764705;0.03529411764705882;0.1411764705882353;0.0029411764705882353;0.11176470588235295;0.08235294117647059;0.029411764705882353;0.34705882352941175;0.1;0.1411764705882353
8041.0;0.0;0.010256410256410256;0.005128205128205128;0.046153846153846156;0.15384615384615385;0.005128205128205128;0.09743589743589744;0.06666666666666667;0.03076923076923077;0.3333333333333333;0.11794871794871795;0.13333333333333333
8042.0;0.0;0.009933774834437087;0.006622516556291391;0.023178807947019868;0.1423841059602649;0.0033112582781456954;0.17880794701986755;0.1490066225165563;0.059602649006622516;0.2152317880794702;0.11589403973509933;0.09602649006622517
8043.0;0.0;0.03980099502487562;0.0024875621890547263;0.017412935323383085;0.12935323383084577;0.0024875621890547263;0.23134328358208955;0.19900497512437812;0.0845771144278607;0.11940298507462686;0.1044776119402985;0.06965174129353234
8044.0;0.0;0.016042780748663103;0.00267379679144385;0.029411764705882353;0.14171122994652408;0.00267379679144385;0.18983957219251338;0.13101604278074866;0.06951871657754011;0.20588235294117646;0.10160427807486631;0.10962566844919786
8052.0;0.0;0.02247191011235955;0.0;0.02247191011235955;0.10674157303370786;0.0056179775280898875;0.1853932584269663;0.12921348314606743;0.06179775280898876;0.20224719101123595;0.1404494382022472;0.12359550561797752
8054.0;0.0031545741324921135;0.012618296529968454;0.0;0.025236593059936908;0.14826498422712933;0.0031545741324921135;0.12618296529968454;0.08517350157728706;0.03470031545741325;0.3470031545741325;0.10094637223974763;0.11356466876971609
8055.0;0.0;0.0136986301369863;0.0;0.0319634703196347;0.1415525114155251;0.0091324200913242;0.1050228310502283;0.0776255707762557;0.0319634703196347;0.3150684931506849;0.1232876712328767;0.1506849315068493
8056.0;0.0;0.03292181069958848;0.00411522633744856;0.00823045267489712;0.1522633744855967;0.0;0.16872427983539096;0.13991769547325103;0.06995884773662552;0.18518518518518517;0.12757201646090535;0.1111111111111111
8057.0;0.0;0.03194103194103194;0.004914004914004914;0.007371007371007371;0.14250614250614252;0.002457002457002457;0.20147420147420148;0.21621621621621623;0.07371007371007371;0.13513513513513514;0.10319410319410319;0.08108108108108109
8058.0;0.0;0.04938271604938271;0.0;0.012345679012345678;0.08333333333333333;0.0;0.20987654320987653;0.30246913580246915;0.09876543209876543;0.08333333333333333;0.10802469135802469;0.05246913580246913
8059.0;0.0;0.027190332326283987;0.006042296072507553;0.027190332326283987;0.13595166163141995;0.0;0.19939577039274925;0.23564954682779457;0.05740181268882175;0.13595166163141995;0.09063444108761329;0.08459214501510574
8061.0;0.0;0.04050632911392405;0.002531645569620253;0.010126582278481013;0.1468354430379747;0.002531645569620253;0.1848101265822785;0.18734177215189873;0.06582278481012659;0.17215189873417722;0.09873417721518987;0.08860759493670886
8063.0;0.0;0.05411764705882353;0.002352941176470588;0.009411764705882352;0.11058823529411765;0.002352941176470588;0.2164705882352941;0.23058823529411765;0.09647058823529411;0.11294117647058824;0.0988235294117647;0.06588235294117648
8064.0;0.0;0.015;0.005;0.035;0.17;0.005;0.135;0.09;0.035;0.265;0.11;0.135
8065.0;0.0;0.04602510460251046;0.0;0.008368200836820083;0.13807531380753138;0.0;0.2510460251046025;0.23430962343096234;0.0794979079497908;0.10460251046025104;0.06276150627615062;0.07531380753138076
8066.0;0.0;0.00819672131147541;0.0;0.02185792349726776;0.15846994535519127;0.00273224043715847;0.13387978142076504;0.11475409836065574;0.03278688524590164;0.2896174863387978;0.10655737704918032;0.13114754098360656
8067.0;0.0;0.020833333333333332;0.005208333333333333;0.015625;0.125;0.010416666666666666;0.16666666666666666;0.15625;0.052083333333333336;0.25;0.10416666666666667;0.09375
8068.0;0.0;0.05166051660516605;0.0036900369003690036;0.007380073800738007;0.14760147601476015;0.0;0.1881918819188192;0.24723247232472326;0.1070110701107011;0.1070110701107011;0.07749077490774908;0.06273062730627306
8069.0;0.0;0.04961832061068702;0.003816793893129771;0.015267175572519083;0.15267175572519084;0.003816793893129771;0.18702290076335878;0.1717557251908397;0.05343511450381679;0.15267175572519084;0.1183206106870229;0.0916030534351145
8070.0;0.0;0.02197802197802198;0.003663003663003663;0.01098901098901099;0.1282051282051282;0.003663003663003663;0.20146520146520147;0.16483516483516483;0.09157509157509157;0.1684981684981685;0.0989010989010989;0.10622710622710622
8072.0;0.0;0.008695652173913044;0.004347826086956522;0.017391304347826087;0.1565217391304348;0.008695652173913044;0.10869565217391304;0.1;0.02608695652173913;0.3347826086956522;0.10434782608695652;0.13043478260869565
9003.0;0.0;0.06451612903225806;0.0;0.03225806451612903;0.06912442396313365;0.013824884792626729;0.1935483870967742;0.2995391705069124;0.1152073732718894;0.08755760368663594;0.07834101382488479;0.04608294930875576
9006.0;0.0;0.049019607843137254;0.0;0.049019607843137254;0.09803921568627451;0.0196078431372549;0.16666666666666666;0.2696078431372549;0.09313725490196079;0.09313725490196079;0.11274509803921569;0.049019607843137254
9007.0;0.0;0.058823529411764705;0.0;0.030959752321981424;0.0804953560371517;0.006191950464396285;0.21362229102167182;0.2724458204334365;0.11145510835913312;0.08978328173374613;0.08978328173374613;0.04643962848297214
9011.0;0.0;0.008928571428571428;0.0;0.0625;0.125;0.013392857142857142;0.12946428571428573;0.08035714285714286;0.044642857142857144;0.29910714285714285;0.10267857142857142;0.13392857142857142
9012.0;0.0;0.015625;0.0;0.052083333333333336;0.11979166666666667;0.020833333333333332;0.13541666666666666;0.11458333333333333;0.052083333333333336;0.2760416666666667;0.109375;0.10416666666666667
9036.0;0.0;0.02304147465437788;0.0;0.04608294930875576;0.11059907834101383;0.004608294930875576;0.19815668202764977;0.15668202764976957;0.07373271889400922;0.18433179723502305;0.1152073732718894;0.08755760368663594
9046.0;0.0;0.03571428571428571;0.0;0.03571428571428571;0.09523809523809523;0.011904761904761904;0.17857142857142858;0.23809523809523808;0.06547619047619048;0.16071428571428573;0.09523809523809523;0.08333333333333333
9052.0;0.005555555555555556;0.016666666666666666;0.0;0.044444444444444446;0.07777777777777778;0.011111111111111112;0.17222222222222222;0.18888888888888888;0.08888888888888889;0.21666666666666667;0.1;0.07777777777777778
9055.0;0.0;0.005649717514124294;0.0;0.03954802259887006;0.12994350282485875;0.011299435028248588;0.22033898305084745;0.11864406779661017;0.07344632768361582;0.2033898305084746;0.10734463276836158;0.0903954802259887
9056.0;0.0;0.04433497536945813;0.0;0.029556650246305417;0.09359605911330049;0.0049261083743842365;0.2019704433497537;0.23645320197044334;0.08866995073891626;0.14285714285714285;0.08374384236453201;0.07389162561576355
9083.0;0.0;0.011111111111111112;0.0;0.03333333333333333;0.15;0.005555555555555556;0.19444444444444445;0.16666666666666666;0.03888888888888889;0.18888888888888888;0.1111111111111111;0.1
10001.0;0.0;0.019011406844106463;0.0038022813688212928;0.08745247148288973;0.12927756653992395;0.026615969581749048;0.11406844106463879;0.08745247148288973;0.034220532319391636;0.29277566539923955;0.10266159695817491;0.10266159695817491
10002.0;0.0;0.014705882352941176;0.004901960784313725;0.058823529411764705;0.10784313725490197;0.004901960784313725;0.10294117647058823;0.09803921568627451;0.04411764705882353;0.3088235294117647;0.11764705882352941;0.13725490196078433
10003.0;0.0;0.052434456928838954;0.0;0.02247191011235955;0.08614232209737828;0.0;0.21348314606741572;0.2808988764044944;0.09363295880149813;0.10486891385767791;0.08614232209737828;0.0599250936329588
10016.0;0.0;0.013333333333333334;0.0044444444444444444;0.057777777777777775;0.12;0.013333333333333334;0.1288888888888889;0.11555555555555555;0.044444444444444446;0.27555555555555555;0.11555555555555555;0.1111111111111111
10019.0;0.0;0.021645021645021644;0.004329004329004329;0.021645021645021644;0.16017316017316016;0.0;0.20346320346320346;0.1341991341991342;0.06926406926406926;0.15151515151515152;0.1341991341991342;0.09956709956709957
10021.0;0.0;0.004608294930875576;0.004608294930875576;0.041474654377880185;0.16589861751152074;0.004608294930875576;0.08294930875576037;0.06451612903225806;0.02304147465437788;0.35944700460829493;0.12442396313364056;0.12442396313364056
10023.0;0.0;0.009478672985781991;0.004739336492890996;0.037914691943127965;0.14691943127962084;0.0;0.18009478672985782;0.11848341232227488;0.04265402843601896;0.20853080568720378;0.14218009478672985;0.10900473933649289
10026.0;0.0;0.005813953488372093;0.0;0.040697674418604654;0.12790697674418605;0.005813953488372093;0.12209302325581395;0.11046511627906977;0.05813953488372093;0.2616279069767442;0.13953488372093023;0.12790697674418605
10034.0;0.0;0.007722007722007722;0.003861003861003861;0.04633204633204633;0.1274131274131274;0.007722007722007722;0.11969111969111969;0.09266409266409266;0.023166023166023165;0.33204633204633205;0.1274131274131274;0.11196911196911197
10052.0;0.0;0.02040816326530612;0.00510204081632653;0.025510204081632654;0.11224489795918367;0.0;0.14285714285714285;0.10204081632653061;0.08163265306122448;0.25510204081632654;0.1377551020408163;0.11734693877551021
10056.0;0.0;0.04046242774566474;0.0;0.005780346820809248;0.15028901734104047;0.005780346820809248;0.19653179190751446;0.19653179190751446;0.10404624277456648;0.12138728323699421;0.10982658959537572;0.06936416184971098
10066.0;0.0;0.0228310502283105;0.0;0.0228310502283105;0.0867579908675799;0.0136986301369863;0.1643835616438356;0.2420091324200913;0.0776255707762557;0.1780821917808219;0.1050228310502283;0.0867579908675799
10068.0;0.0;0.00851063829787234;0.00425531914893617;0.03404255319148936;0.16595744680851063;0.00425531914893617;0.13191489361702127;0.06808510638297872;0.029787234042553193;0.2765957446808511;0.14468085106382977;0.13191489361702127
10069.0;0.0029069767441860465;0.03197674418604651;0.0;0.020348837209302327;0.10174418604651163;0.0;0.17732558139534885;0.2703488372093023;0.07267441860465117;0.13662790697674418;0.11046511627906977;0.0755813953488372
10070.0;0.0;0.027522935779816515;0.0;0.01529051987767584;0.10091743119266056;0.0061162079510703364;0.19571865443425077;0.23853211009174313;0.07033639143730887;0.1559633027522936;0.1162079510703364;0.07339449541284404
10071.0;0.0;0.05415162454873646;0.0;0.021660649819494584;0.10108303249097472;0.0036101083032490976;0.16967509025270758;0.23465703971119134;0.12274368231046931;0.1263537906137184;0.08664259927797834;0.07942238267148015
10072.0;0.0;0.036734693877551024;0.0020408163265306124;0.02040816326530612;0.09591836734693877;0.004081632653061225;0.20204081632653062;0.2897959183673469;0.10204081632653061;0.08775510204081632;0.1;0.05918367346938776
10074.0;0.0;0.027777777777777776;0.005555555555555556;0.044444444444444446;0.1388888888888889;0.011111111111111112;0.14444444444444443;0.12222222222222222;0.044444444444444446;0.22777777777777777;0.12222222222222222;0.1111111111111111
11002.0;0.0033444816053511705;0.006688963210702341;0.0033444816053511705;0.05016722408026756;0.11036789297658862;0.006688963210702341;0.12040133779264214;0.08695652173913043;0.04013377926421405;0.3110367892976589;0.13043478260869565;0.13043478260869565
11003.0;0.0;0.016835016835016835;0.0;0.030303030303030304;0.12794612794612795;0.003367003367003367;0.14814814814814814;0.12457912457912458;0.05387205387205387;0.2558922558922559;0.11784511784511785;0.12121212121212122
