NUMSECCENS;1 - Directores y gerentes;2 - Técnicos y profesionales científicos e intelectuales;"3 - Técnicos; profesionales de apoyo";4 - Empleados contables, administrativos y otros empleados de oficina;5 - Trabajadores de los servicios de restauración, personales, protección y vendedores;6 - Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;7 - Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);8 - Operadores de instalaciones y maquinaria, y montadores;9 - Ocupaciones elementales
1001.0;0.0053285968028419185;0.3996447602131439;0.0053285968028419185;0.37300177619893427;0.19538188277087035;0.0053285968028419185;0.0053285968028419185;0.0053285968028419185;0.0053285968028419185
1002.0;0.01675977653631285;0.8659217877094972;0.01675977653631285;0.01675977653631285;0.01675977653631285;0.01675977653631285;0.01675977653631285;0.01675977653631285;0.01675977653631285
1003.0;0.012552301255230125;0.899581589958159;0.012552301255230125;0.012552301255230125;0.012552301255230125;0.012552301255230125;0.012552301255230125;0.012552301255230125;0.012552301255230125
1004.0;0.013888888888888888;0.2777777777777778;0.013888888888888888;0.625;0.013888888888888888;0.013888888888888888;0.013888888888888888;0.013888888888888888;0.013888888888888888
2001.0;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111
2002.0;0.012711864406779662;0.614406779661017;0.012711864406779662;0.2966101694915254;0.012711864406779662;0.012711864406779662;0.012711864406779662;0.012711864406779662;0.012711864406779662
2003.0;0.004267425320056899;0.39829302987197723;0.004267425320056899;0.2773826458036984;0.29871977240398295;0.004267425320056899;0.004267425320056899;0.004267425320056899;0.004267425320056899
2004.0;0.005681818181818182;0.5681818181818182;0.15151515151515152;0.005681818181818182;0.24621212121212122;0.005681818181818182;0.005681818181818182;0.005681818181818182;0.005681818181818182
2005.0;0.011583011583011582;0.9073359073359073;0.011583011583011582;0.011583011583011582;0.011583011583011582;0.011583011583011582;0.011583011583011582;0.011583011583011582;0.011583011583011582
2006.0;0.006928406466512702;0.4387990762124711;0.17321016166281755;0.006928406466512702;0.3464203233256351;0.006928406466512702;0.006928406466512702;0.006928406466512702;0.006928406466512702
2007.0;0.21241830065359477;0.7189542483660131;0.00980392156862745;0.00980392156862745;0.00980392156862745;0.00980392156862745;0.00980392156862745;0.00980392156862745;0.00980392156862745
