NUMSECCENS;1 - Directores y gerentes;2 - Técnicos y profesionales científicos e intelectuales;"3 - Técnicos; profesionales de apoyo";4 - Empleados contables, administrativos y otros empleados de oficina;5 - Trabajadores de los servicios de restauración, personales, protección y vendedores;6 - Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;7 - Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);8 - Operadores de instalaciones y maquinaria, y montadores;9 - Ocupaciones elementales
1001.0;0.07441860465116279;0.3627906976744186;0.13953488372093023;0.08372093023255814;0.23255813953488372;0.004651162790697674;0.027906976744186046;0.013953488372093023;0.06046511627906977
2003.0;0.039525691699604744;0.2845849802371542;0.13043478260869565;0.1225296442687747;0.21739130434782608;0.0;0.09486166007905138;0.03557312252964427;0.07509881422924901
2004.0;0.07865168539325842;0.5224719101123596;0.15168539325842698;0.10674157303370786;0.10674157303370786;0.0;0.011235955056179775;0.0056179775280898875;0.016853932584269662
2009.0;0.04854368932038835;0.21359223300970873;0.0970873786407767;0.07281553398058252;0.2766990291262136;0.0048543689320388345;0.07766990291262135;0.038834951456310676;0.16990291262135923
2013.0;0.1003584229390681;0.43727598566308246;0.16129032258064516;0.12903225806451613;0.12186379928315412;0.0035842293906810036;0.025089605734767026;0.007168458781362007;0.014336917562724014
2020.0;0.028409090909090908;0.23295454545454544;0.07386363636363637;0.10795454545454546;0.2897727272727273;0.0;0.06818181818181818;0.028409090909090908;0.17045454545454544
2022.0;0.11055276381909548;0.507537688442211;0.12562814070351758;0.09547738693467336;0.08040201005025126;0.0;0.035175879396984924;0.01507537688442211;0.03015075376884422
2024.0;0.012195121951219513;0.12804878048780488;0.07317073170731707;0.07317073170731707;0.3597560975609756;0.012195121951219513;0.07926829268292683;0.036585365853658534;0.22560975609756098
2026.0;0.0321285140562249;0.1927710843373494;0.10843373493975904;0.11244979919678715;0.27309236947791166;0.004016064257028112;0.10040160642570281;0.040160642570281124;0.13654618473895583
2027.0;0.08934707903780069;0.3161512027491409;0.1134020618556701;0.10309278350515463;0.2027491408934708;0.003436426116838488;0.061855670103092786;0.03436426116838488;0.07560137457044673
2028.0;0.04790419161676647;0.31736526946107785;0.1377245508982036;0.12574850299401197;0.2155688622754491;0.005988023952095809;0.04790419161676647;0.029940119760479042;0.0718562874251497
2030.0;0.058823529411764705;0.23529411764705882;0.09926470588235294;0.11029411764705882;0.22058823529411764;0.011029411764705883;0.11397058823529412;0.03676470588235294;0.11397058823529412
2041.0;0.08791208791208792;0.5018315018315018;0.1282051282051282;0.14285714285714285;0.09523809523809523;0.003663003663003663;0.014652014652014652;0.01098901098901099;0.014652014652014652
2044.0;0.10465116279069768;0.40310077519379844;0.17054263565891473;0.1511627906976744;0.11627906976744186;0.003875968992248062;0.027131782945736434;0.007751937984496124;0.015503875968992248
2047.0;0.10101010101010101;0.5707070707070707;0.11616161616161616;0.10101010101010101;0.08080808080808081;0.005050505050505051;0.010101010101010102;0.005050505050505051;0.010101010101010102
2048.0;0.09523809523809523;0.5515873015873016;0.13095238095238096;0.11904761904761904;0.06349206349206349;0.003968253968253968;0.015873015873015872;0.003968253968253968;0.015873015873015872
2049.0;0.08424908424908426;0.4249084249084249;0.18315018315018314;0.1391941391941392;0.10256410256410256;0.003663003663003663;0.02197802197802198;0.01098901098901099;0.029304029304029304
2050.0;0.1307901907356948;0.4986376021798365;0.1362397820163488;0.10626702997275204;0.09264305177111716;0.0027247956403269754;0.010899182561307902;0.0027247956403269754;0.01907356948228883
3003.0;0.047058823529411764;0.29411764705882354;0.11764705882352941;0.09411764705882353;0.2529411764705882;0.0;0.06470588235294118;0.01764705882352941;0.11176470588235295
4001.0;0.047619047619047616;0.3333333333333333;0.12169312169312169;0.13227513227513227;0.21164021164021163;0.005291005291005291;0.037037037037037035;0.010582010582010581;0.10052910052910052
4003.0;0.03296703296703297;0.17582417582417584;0.09340659340659341;0.08241758241758242;0.2857142857142857;0.005494505494505495;0.08791208791208792;0.038461538461538464;0.1978021978021978
4004.0;0.03508771929824561;0.27485380116959063;0.1111111111111111;0.13450292397660818;0.2631578947368421;0.0;0.04678362573099415;0.029239766081871343;0.10526315789473684
4007.0;0.024096385542168676;0.27710843373493976;0.0963855421686747;0.15060240963855423;0.24096385542168675;0.0;0.07228915662650602;0.030120481927710843;0.10843373493975904
4009.0;0.031413612565445025;0.3403141361256545;0.13612565445026178;0.16230366492146597;0.2094240837696335;0.0;0.041884816753926704;0.020942408376963352;0.05759162303664921
5002.0;0.02654867256637168;0.22566371681415928;0.10176991150442478;0.11061946902654868;0.27876106194690264;0.008849557522123894;0.07079646017699115;0.035398230088495575;0.1415929203539823
6002.0;0.01293103448275862;0.1206896551724138;0.09482758620689655;0.08620689655172414;0.3146551724137931;0.008620689655172414;0.11206896551724138;0.09051724137931035;0.15948275862068967
