NUMSECCENS;Trabajador por cuenta ajena fijo o indefinido;Trabajador por cuenta ajena temporal;Trabajador por cuenta propia que emplea personal;Trabajador por cuenta propia que no emplea personal
7067.0;0.5838150289017341;0.2947976878612717;0.03468208092485549;0.08670520231213873
7071.0;0.625;0.23863636363636365;0.022727272727272728;0.11363636363636363
7072.0;0.6439393939393939;0.20833333333333334;0.041666666666666664;0.10606060606060606
7074.0;0.663003663003663;0.22344322344322345;0.03296703296703297;0.08058608058608059
7076.0;0.5761904761904761;0.21904761904761905;0.047619047619047616;0.15714285714285714
7077.0;0.5760869565217391;0.23550724637681159;0.03985507246376811;0.14855072463768115
7082.0;0.6196721311475409;0.21967213114754097;0.029508196721311476;0.13114754098360656
7089.0;0.5294117647058824;0.226890756302521;0.046218487394957986;0.19747899159663865
7090.0;0.585820895522388;0.23880597014925373;0.041044776119402986;0.13432835820895522
7091.0;0.7401960784313726;0.18382352941176472;0.01715686274509804;0.058823529411764705
7092.0;0.6714801444043321;0.22021660649819494;0.018050541516245487;0.09025270758122744
7095.0;0.6428571428571429;0.25;0.023809523809523808;0.08333333333333333
8001.0;0.6581196581196581;0.2094017094017094;0.029914529914529916;0.10256410256410256
8003.0;0.6368715083798883;0.25139664804469275;0.0223463687150838;0.0893854748603352
8006.0;0.6885813148788927;0.19377162629757785;0.03460207612456748;0.08304498269896193
8007.0;0.6334841628959276;0.2579185520361991;0.027149321266968326;0.08144796380090498
8010.0;0.6056782334384858;0.2302839116719243;0.04100946372239748;0.12302839116719243
8011.0;0.5567765567765568;0.2783882783882784;0.03296703296703297;0.13186813186813187
8012.0;0.5907928388746803;0.25831202046035806;0.03836317135549872;0.11253196930946291
8013.0;0.5984555984555985;0.23552123552123552;0.04633204633204633;0.11969111969111969
8015.0;0.5321637426900585;0.3391812865497076;0.029239766081871343;0.09941520467836257
8017.0;0.5121951219512195;0.32682926829268294;0.02926829268292683;0.13170731707317074
8018.0;0.6714285714285714;0.18571428571428572;0.02857142857142857;0.11428571428571428
8028.0;0.6310975609756098;0.24085365853658536;0.03048780487804878;0.0975609756097561
8029.0;0.6095890410958904;0.22945205479452055;0.030821917808219176;0.13013698630136986
8030.0;0.6104513064133017;0.18527315914489312;0.047505938242280284;0.15676959619952494
8031.0;0.576036866359447;0.2488479262672811;0.05069124423963134;0.12442396313364056
8033.0;0.6571428571428571;0.19142857142857142;0.037142857142857144;0.11428571428571428
8035.0;0.6925287356321839;0.20689655172413793;0.017241379310344827;0.08333333333333333
8036.0;0.6067415730337079;0.2640449438202247;0.03932584269662921;0.0898876404494382
8039.0;0.6487603305785123;0.2396694214876033;0.028925619834710745;0.08264462809917356
8040.0;0.6637168141592921;0.18289085545722714;0.02654867256637168;0.12684365781710916
8041.0;0.6424870466321243;0.23316062176165803;0.031088082901554404;0.09326424870466321
8042.0;0.6821192052980133;0.19205298013245034;0.029801324503311258;0.09602649006622517
8043.0;0.6616915422885572;0.19900497512437812;0.024875621890547265;0.11442786069651742
8044.0;0.6209677419354839;0.19623655913978494;0.04032258064516129;0.1424731182795699
8052.0;0.6214689265536724;0.23728813559322035;0.02824858757062147;0.11299435028248588
8054.0;0.6455696202531646;0.2088607594936709;0.028481012658227847;0.11708860759493671
8055.0;0.6513761467889908;0.20642201834862386;0.03669724770642202;0.10550458715596331
8056.0;0.680327868852459;0.21311475409836064;0.02459016393442623;0.08196721311475409
8057.0;0.6798029556650246;0.17733990147783252;0.027093596059113302;0.11576354679802955
8058.0;0.6811145510835913;0.15789473684210525;0.034055727554179564;0.12693498452012383
8059.0;0.6878787878787879;0.15757575757575756;0.030303030303030304;0.12424242424242424
8061.0;0.7030456852791879;0.1700507614213198;0.027918781725888325;0.09898477157360407
8063.0;0.6611764705882353;0.19294117647058823;0.03294117647058824;0.11294117647058824
8064.0;0.6381909547738693;0.22613065326633167;0.02512562814070352;0.11055276381909548
8065.0;0.729957805907173;0.16877637130801687;0.016877637130801686;0.08438818565400844
8066.0;0.6906077348066298;0.23480662983425415;0.016574585635359115;0.058011049723756904
8067.0;0.675531914893617;0.22340425531914893;0.02127659574468085;0.0797872340425532
8068.0;0.6977611940298507;0.19776119402985073;0.011194029850746268;0.09328358208955224
8069.0;0.676923076923077;0.2;0.023076923076923078;0.1
8070.0;0.6974169741697417;0.17712177121771217;0.025830258302583026;0.0996309963099631
8072.0;0.658008658008658;0.2510822510822511;0.021645021645021644;0.06926406926406926
9003.0;0.6129032258064516;0.18433179723502305;0.041474654377880185;0.16129032258064516
9006.0;0.6262135922330098;0.17475728155339806;0.043689320388349516;0.1553398058252427
9007.0;0.632398753894081;0.20249221183800623;0.03115264797507788;0.13395638629283488
9011.0;0.6108597285067874;0.25339366515837103;0.027149321266968326;0.1085972850678733
9012.0;0.6082474226804123;0.25257731958762886;0.03608247422680412;0.10309278350515463
9036.0;0.6009174311926605;0.24770642201834864;0.022935779816513763;0.12844036697247707
9046.0;0.6107784431137725;0.2155688622754491;0.017964071856287425;0.15568862275449102
9052.0;0.5879120879120879;0.25274725274725274;0.03296703296703297;0.12637362637362637
9055.0;0.6436781609195402;0.23563218390804597;0.017241379310344827;0.10344827586206896
9056.0;0.6650246305418719;0.1921182266009852;0.034482758620689655;0.10837438423645321
9083.0;0.6871508379888268;0.20670391061452514;0.0223463687150838;0.08379888268156424
10001.0;0.6168582375478927;0.2567049808429119;0.019157088122605363;0.10727969348659004
10002.0;0.5960591133004927;0.30049261083743845;0.029556650246305417;0.07389162561576355
10003.0;0.664179104477612;0.13432835820895522;0.03731343283582089;0.16417910447761194
10016.0;0.6428571428571429;0.23214285714285715;0.03125;0.09375
10019.0;0.6824034334763949;0.1888412017167382;0.02575107296137339;0.10300429184549356
10021.0;0.6697247706422018;0.17889908256880735;0.027522935779816515;0.12385321100917432
10023.0;0.6777251184834123;0.1943127962085308;0.023696682464454975;0.10426540284360189
10026.0;0.622093023255814;0.2441860465116279;0.01744186046511628;0.11627906976744186
10034.0;0.6730769230769231;0.20384615384615384;0.026923076923076925;0.09615384615384616
10052.0;0.6391752577319587;0.20103092783505155;0.02577319587628866;0.13402061855670103
10056.0;0.6264367816091954;0.20689655172413793;0.034482758620689655;0.13218390804597702
10066.0;0.6772727272727272;0.17272727272727273;0.02727272727272727;0.12272727272727273
10068.0;0.6652360515021459;0.19313304721030042;0.02145922746781116;0.12017167381974249
10069.0;0.6997084548104956;0.15451895043731778;0.03206997084548105;0.11370262390670553
10070.0;0.7055214723926381;0.12269938650306748;0.03374233128834356;0.13803680981595093
10071.0;0.6413043478260869;0.16304347826086957;0.04710144927536232;0.14855072463768115
10072.0;0.6707317073170732;0.15853658536585366;0.032520325203252036;0.13821138211382114
10074.0;0.6271186440677966;0.22033898305084745;0.03954802259887006;0.11299435028248588
11002.0;0.622895622895623;0.23232323232323232;0.026936026936026935;0.11784511784511785
11003.0;0.6375838926174496;0.174496644295302;0.040268456375838924;0.1476510067114094
11004.0;0.5791666666666667;0.1625;0.058333333333333334;0.2
11006.0;0.6320754716981132;0.22641509433962265;0.0330188679245283;0.10849056603773585
11007.0;0.6357827476038339;0.17252396166134185;0.04472843450479233;0.14696485623003194
11008.0;0.5497076023391813;0.15789473684210525;0.07017543859649122;0.2222222222222222
11010.0;0.6065573770491803;0.1598360655737705;0.04918032786885246;0.18442622950819673
11013.0;0.6280193236714976;0.178743961352657;0.043478260869565216;0.1497584541062802
