NUMSECCENS;Trabajador por cuenta ajena fijo o indefinido;Trabajador por cuenta ajena temporal;Trabajador por cuenta propia que emplea personal;Trabajador por cuenta propia que no emplea personal
2003.0;0.6686046511627907;0.13372093023255813;0.11627906976744186;0.08139534883720931
2013.0;0.6643356643356644;0.14685314685314685;0.16783216783216784;0.02097902097902098
2017.0;0.7737556561085973;0.11764705882352941;0.05429864253393665;0.05429864253393665
2041.0;0.6815642458100558;0.1340782122905028;0.05027932960893855;0.1340782122905028
2044.0;0.6125;0.0;0.225;0.1625
2048.0;0.5659340659340659;0.13736263736263737;0.17032967032967034;0.12637362637362637
2049.0;0.5901639344262295;0.18032786885245902;0.12568306010928962;0.10382513661202186
2050.0;0.65;0.08333333333333333;0.2;0.06666666666666667
6001.0;0.7813953488372093;0.14883720930232558;0.009302325581395349;0.06046511627906977
6024.0;0.6146341463414634;0.2731707317073171;0.00975609756097561;0.1024390243902439
6029.0;0.5656108597285068;0.23076923076923078;0.09954751131221719;0.10407239819004525
6039.0;0.639751552795031;0.2484472049689441;0.024844720496894408;0.08695652173913043
7030.0;0.6733668341708543;0.23115577889447236;0.035175879396984924;0.06030150753768844
7048.0;0.6011560693641619;0.21965317919075145;0.10982658959537572;0.06936416184971098
7072.0;0.8037974683544303;0.12658227848101267;0.056962025316455694;0.012658227848101266
7082.0;0.735632183908046;0.14942528735632185;0.06896551724137931;0.04597701149425287
7090.0;0.5514018691588785;0.2616822429906542;0.07476635514018691;0.11214953271028037
7092.0;0.6555183946488294;0.24414715719063546;0.006688963210702341;0.09364548494983277
8006.0;0.7163120567375887;0.1773049645390071;0.028368794326241134;0.07801418439716312
8007.0;0.6842105263157895;0.11278195488721804;0.12781954887218044;0.07518796992481203
8010.0;0.6622516556291391;0.2185430463576159;0.052980132450331126;0.06622516556291391
8018.0;0.6096256684491979;0.10695187165775401;0.10695187165775401;0.17647058823529413
8029.0;0.7222222222222222;0.125;0.1111111111111111;0.041666666666666664
8033.0;0.6379310344827587;0.25862068965517243;0.05172413793103448;0.05172413793103448
8035.0;0.7378640776699029;0.11650485436893204;0.05339805825242718;0.09223300970873786
8040.0;0.6728395061728395;0.25925925925925924;0.0;0.06790123456790123
8042.0;0.7326732673267327;0.15346534653465346;0.034653465346534656;0.07920792079207921
8043.0;0.8327137546468402;0.10780669144981413;0.02973977695167286;0.02973977695167286
8044.0;0.5257731958762887;0.26288659793814434;0.10309278350515463;0.10824742268041238
8052.0;0.6701030927835051;0.2268041237113402;0.061855670103092786;0.041237113402061855
8054.0;0.527027027027027;0.3783783783783784;0.033783783783783786;0.060810810810810814
8056.0;0.7195571955719557;0.17343173431734318;0.04797047970479705;0.05904059040590406
8058.0;0.7511961722488039;0.18660287081339713;0.028708133971291867;0.03349282296650718
8059.0;0.8;0.13157894736842105;0.04736842105263158;0.021052631578947368
8061.0;0.640926640926641;0.23166023166023167;0.04247104247104247;0.08494208494208494
8063.0;0.6324324324324324;0.25405405405405407;0.05405405405405406;0.05945945945945946
8065.0;0.6647398843930635;0.2630057803468208;0.023121387283236993;0.049132947976878616
9003.0;0.6710526315789473;0.1513157894736842;0.06578947368421052;0.1118421052631579
9007.0;0.738562091503268;0.1503267973856209;0.0392156862745098;0.0718954248366013
9011.0;0.5396825396825397;0.2698412698412698;0.1349206349206349;0.05555555555555555
10001.0;0.4797687861271676;0.3352601156069364;0.08092485549132948;0.10404624277456648
10003.0;0.6637168141592921;0.1415929203539823;0.1504424778761062;0.04424778761061947
10019.0;0.7131782945736435;0.12403100775193798;0.09302325581395349;0.06976744186046512
10034.0;0.7126436781609196;0.2471264367816092;0.017241379310344827;0.022988505747126436
10066.0;0.7213114754098361;0.18032786885245902;0.08743169398907104;0.01092896174863388
10068.0;0.7480916030534351;0.1450381679389313;0.04580152671755725;0.061068702290076333
10069.0;0.7470588235294118;0.12352941176470589;0.052941176470588235;0.07647058823529412
10070.0;0.7429906542056075;0.1308411214953271;0.06074766355140187;0.06542056074766354
10072.0;0.7885714285714286;0.09142857142857143;0.04;0.08
11002.0;0.7380952380952381;0.13690476190476192;0.05952380952380952;0.06547619047619048
11003.0;0.5621621621621622;0.2648648648648649;0.043243243243243246;0.12972972972972974
11006.0;0.5197368421052632;0.23026315789473684;0.13815789473684212;0.1118421052631579
11007.0;0.6382978723404256;0.19680851063829788;0.0851063829787234;0.0797872340425532
11008.0;0.606425702811245;0.1285140562248996;0.1285140562248996;0.13654618473895583
