NUMSECCENS;En alquiler;En propiedad;Otro régimen de tenencia
10052.0;0.08490566037735849;0.8726415094339622;0.04245283018867924
10056.0;0.06043956043956044;0.9010989010989011;0.038461538461538464
10066.0;0.15577889447236182;0.7788944723618091;0.06532663316582915
10068.0;0.03888888888888889;0.9277777777777778;0.03333333333333333
10069.0;0.14772727272727273;0.7954545454545454;0.056818181818181816
10070.0;0.132;0.816;0.052
10071.0;0.13805970149253732;0.7910447761194029;0.0708955223880597
10072.0;0.11653116531165311;0.8428184281842819;0.04065040650406504
11002.0;0.11469534050179211;0.8422939068100358;0.043010752688172046
11003.0;0.07723577235772358;0.8943089430894309;0.028455284552845527
11004.0;0.07174887892376682;0.9013452914798207;0.026905829596412557
11006.0;0.11764705882352941;0.8333333333333334;0.049019607843137254
11007.0;0.0860655737704918;0.8688524590163934;0.045081967213114756
11010.0;0.13170731707317074;0.8292682926829268;0.03902439024390244
11013.0;0.1;0.8666666666666667;0.03333333333333333
