NUMSECCENS;15-19;20-34;35-64;65+
1001.0;0.0;0.23043478260869565;0.7391304347826086;0.030434782608695653
2003.0;0.0;0.20152091254752852;0.7870722433460076;0.011406844106463879
2004.0;0.0;0.16216216216216217;0.7621621621621621;0.07567567567567568
2009.0;0.0;0.19523809523809524;0.7904761904761904;0.014285714285714285
2013.0;0.0034602076124567475;0.1903114186851211;0.7716262975778547;0.03460207612456748
2020.0;0.0;0.2611111111111111;0.7166666666666667;0.022222222222222223
2022.0;0.0;0.15714285714285714;0.8142857142857143;0.02857142857142857
2024.0;0.011834319526627219;0.28402366863905326;0.6982248520710059;0.005917159763313609
2026.0;0.003875968992248062;0.20930232558139536;0.7751937984496124;0.011627906976744186
2027.0;0.0;0.20462046204620463;0.7557755775577558;0.039603960396039604
2028.0;0.0;0.1893491124260355;0.7869822485207101;0.023668639053254437
2030.0;0.0035335689045936395;0.20141342756183744;0.7809187279151943;0.014134275618374558
2041.0;0.0;0.19014084507042253;0.778169014084507;0.03169014084507042
2044.0;0.0;0.16728624535315986;0.8104089219330854;0.022304832713754646
2047.0;0.004807692307692308;0.15865384615384615;0.8076923076923077;0.028846153846153848
2048.0;0.0;0.20930232558139536;0.7441860465116279;0.046511627906976744
2049.0;0.0035211267605633804;0.15140845070422534;0.823943661971831;0.02112676056338028
2050.0;0.0;0.20105820105820105;0.7724867724867724;0.026455026455026454
3003.0;0.0;0.2655367231638418;0.7175141242937854;0.01694915254237288
4001.0;0.005128205128205128;0.24615384615384617;0.7230769230769231;0.02564102564102564
4003.0;0.005405405405405406;0.2648648648648649;0.7189189189189189;0.010810810810810811
4004.0;0.005714285714285714;0.22285714285714286;0.76;0.011428571428571429
4007.0;0.006024096385542169;0.2469879518072289;0.7349397590361446;0.012048192771084338
4009.0;0.00510204081632653;0.17346938775510204;0.7959183673469388;0.025510204081632654
5002.0;0.008658008658008658;0.22943722943722944;0.7532467532467533;0.008658008658008658
6002.0;0.008368200836820083;0.2217573221757322;0.7656903765690377;0.0041841004184100415
6007.0;0.010526315789473684;0.2789473684210526;0.7052631578947368;0.005263157894736842
6012.0;0.0;0.23404255319148937;0.75;0.015957446808510637
6013.0;0.008130081300813009;0.2682926829268293;0.7154471544715447;0.008130081300813009
6019.0;0.0;0.2737430167597765;0.7206703910614525;0.00558659217877095
6025.0;0.0;0.270935960591133;0.7192118226600985;0.009852216748768473
6028.0;0.006734006734006734;0.21548821548821548;0.7710437710437711;0.006734006734006734
6031.0;0.005847953216374269;0.25146198830409355;0.7309941520467836;0.011695906432748537
6039.0;0.0;0.25688073394495414;0.7293577981651376;0.013761467889908258
6048.0;0.0033333333333333335;0.12;0.87;0.006666666666666667
7005.0;0.0;0.1834862385321101;0.8027522935779816;0.013761467889908258
7011.0;0.0;0.2648648648648649;0.7297297297297297;0.005405405405405406
7023.0;0.0076045627376425855;0.21292775665399238;0.779467680608365;0.0
7027.0;0.0;0.21621621621621623;0.7432432432432432;0.04054054054054054
7030.0;0.005714285714285714;0.18285714285714286;0.8114285714285714;0.0
7034.0;0.0041841004184100415;0.24267782426778242;0.7447698744769874;0.008368200836820083
7043.0;0.0;0.24782608695652175;0.7347826086956522;0.017391304347826087
7046.0;0.0037735849056603774;0.23018867924528302;0.7509433962264151;0.01509433962264151
7048.0;0.0;0.24;0.7555555555555555;0.0044444444444444444
7050.0;0.005025125628140704;0.23618090452261306;0.7587939698492462;0.0
7066.0;0.0;0.23214285714285715;0.7619047619047619;0.005952380952380952
7067.0;0.0;0.2543352601156069;0.7456647398843931;0.0
7071.0;0.0;0.26256983240223464;0.7262569832402235;0.0111731843575419
7072.0;0.0;0.23308270676691728;0.7593984962406015;0.007518796992481203
7074.0;0.0;0.304029304029304;0.684981684981685;0.01098901098901099
7076.0;0.0;0.23809523809523808;0.7523809523809524;0.009523809523809525
7077.0;0.0036101083032490976;0.23104693140794225;0.7617328519855595;0.0036101083032490976
7082.0;0.006514657980456026;0.250814332247557;0.7361563517915309;0.006514657980456026
7089.0;0.0041841004184100415;0.2217573221757322;0.7656903765690377;0.008368200836820083
7090.0;0.007380073800738007;0.23247232472324722;0.7564575645756457;0.0036900369003690036
7091.0;0.0024509803921568627;0.17401960784313725;0.821078431372549;0.0024509803921568627
7092.0;0.0035714285714285713;0.16785714285714284;0.825;0.0035714285714285713
7095.0;0.0;0.17964071856287425;0.8203592814371258;0.0
8001.0;0.0;0.2606837606837607;0.7393162393162394;0.0
8003.0;0.0;0.21910112359550563;0.7696629213483146;0.011235955056179775
8006.0;0.003436426116838488;0.2027491408934708;0.7869415807560137;0.006872852233676976
8007.0;0.008928571428571428;0.23214285714285715;0.7589285714285714;0.0
8010.0;0.0031545741324921135;0.24605678233438485;0.7476340694006309;0.0031545741324921135
8011.0;0.0036363636363636364;0.3018181818181818;0.6945454545454546;0.0
8012.0;0.007692307692307693;0.28717948717948716;0.7;0.005128205128205128
8013.0;0.007751937984496124;0.2596899224806202;0.7170542635658915;0.015503875968992248
8015.0;0.011764705882352941;0.3176470588235294;0.6647058823529411;0.0058823529411764705
8017.0;0.0048543689320388345;0.2815533980582524;0.6990291262135923;0.014563106796116505
8018.0;0.009478672985781991;0.1943127962085308;0.7962085308056872;0.0
8028.0;0.0061162079510703364;0.25688073394495414;0.7339449541284404;0.0030581039755351682
8029.0;0.003436426116838488;0.23711340206185566;0.7457044673539519;0.013745704467353952
8030.0;0.002369668246445498;0.2037914691943128;0.7725118483412322;0.02132701421800948
8031.0;0.0045871559633027525;0.26605504587155965;0.7155963302752294;0.013761467889908258
8033.0;0.0;0.1452991452991453;0.8490028490028491;0.005698005698005698
8035.0;0.005698005698005698;0.15384615384615385;0.8404558404558404;0.0
8036.0;0.0056179775280898875;0.28651685393258425;0.7078651685393258;0.0
8039.0;0.004098360655737705;0.27459016393442626;0.7131147540983607;0.00819672131147541
8040.0;0.0029411764705882353;0.17647058823529413;0.8147058823529412;0.0058823529411764705
8041.0;0.005128205128205128;0.2564102564102564;0.7282051282051282;0.010256410256410256
8042.0;0.006578947368421052;0.17105263157894737;0.819078947368421;0.003289473684210526
8043.0;0.0024813895781637717;0.1662531017369727;0.8287841191066998;0.0024813895781637717
8044.0;0.0026666666666666666;0.22666666666666666;0.76;0.010666666666666666
8052.0;0.005714285714285714;0.26285714285714284;0.72;0.011428571428571429
8054.0;0.0031645569620253164;0.17088607594936708;0.8259493670886076;0.0
8055.0;0.0;0.2100456621004566;0.7808219178082192;0.0091324200913242
8056.0;0.00411522633744856;0.1440329218106996;0.8477366255144033;0.00411522633744856
8057.0;0.004889975550122249;0.14180929095354522;0.8459657701711492;0.007334963325183374
8058.0;0.003115264797507788;0.14330218068535824;0.8504672897196262;0.003115264797507788
8059.0;0.003003003003003003;0.11711711711711711;0.8768768768768769;0.003003003003003003
8061.0;0.0;0.11868686868686869;0.8813131313131313;0.0
8063.0;0.002364066193853428;0.1702127659574468;0.817966903073286;0.009456264775413711
8064.0;0.0049504950495049506;0.20297029702970298;0.7821782178217822;0.009900990099009901
8065.0;0.0;0.10833333333333334;0.8875;0.004166666666666667
8066.0;0.0027624309392265192;0.18232044198895028;0.8149171270718232;0.0
8067.0;0.010526315789473684;0.19473684210526315;0.7842105263157895;0.010526315789473684
8068.0;0.0;0.14444444444444443;0.8518518518518519;0.003703703703703704
8069.0;0.0;0.1423076923076923;0.85;0.007692307692307693
8070.0;0.0;0.23809523809523808;0.7545787545787546;0.007326007326007326
8072.0;0.004310344827586207;0.1939655172413793;0.8017241379310345;0.0
9003.0;0.004672897196261682;0.21495327102803738;0.7429906542056075;0.037383177570093455
9006.0;0.0048543689320388345;0.19902912621359223;0.7621359223300971;0.03398058252427184
9007.0;0.003105590062111801;0.21739130434782608;0.7639751552795031;0.015527950310559006
9011.0;0.004484304932735426;0.2600896860986547;0.726457399103139;0.008968609865470852
