NUMSECCENS;15-19;20-34;35-64;65+;Hogar con un hombre solo de 65 años o más;Hogar con un hombre solo menor de 65 años;Hogar con un solo progenitor que convive con algún hijo menor de 25 años;Hogar con un solo progenitor que convive con todos sus hijos de 25 años o más;Hogar con una mujer sola de 65 años o más;Hogar con una mujer sola menor de 65 años;Hogar formado por pareja con hijos en donde algún hijo es menor de 25 años;Hogar formado por pareja con hijos en donde todos los hijos de 25 años o más;Hogar formado por pareja o un solo progenitor que convive con algún hijo menor de 25 años y otra(s) persona(a);Hogar formado por pareja sin hijos;Otro tipo de hogar;Analfabetos;Doctorado universitario;Educación postsecundaria no superior;Educación primaria;Enseñanzas de formación profesional, artes plásticas y diseño y deportivas de grado superior y equivalentes;Estudios primarios incompletos;Grados universitarios de 240 créditos ECTS, diplomados universitarios, títulos propios universitarios de experto o especialista;Grados universitarios de más de 240 créditos ECTS, licenciados;Másteres, especialidades en Ciencias de la Salud por el sistema de residencia y similares;Primera etapa de educación secundaria y similar;Segunda etapa de educación secundaria con orientación general;Segunda etapa de educación secundaria con orientación profesional;1 - Directores y gerentes;2 - Técnicos y profesionales científicos e intelectuales;"3 - Técnicos; profesionales de apoyo";4 - Empleados contables, administrativos y otros empleados de oficina;5 - Trabajadores de los servicios de restauración, personales, protección y vendedores;6 - Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero;7 - Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria);8 - Operadores de instalaciones y maquinaria, y montadores;9 - Ocupaciones elementales;SES;kw_pct;he_pct;median_price_inf;RANK;SES_PR
1001.0;0.0069124423963133;0.3824884792626728;0.5622119815668203;0.0483870967741935;0.0051369863013698;0.5565068493150684;0.0051369863013698;0.0051369863013698;0.0051369863013698;0.2568493150684932;0.0051369863013698;0.0051369863013698;0.0051369863013698;0.1455479452054794;0.0051369863013698;0.0052447552447552;0.0052447552447552;0.0052447552447552;0.0052447552447552;0.2185314685314685;0.0052447552447552;0.0052447552447552;0.3583916083916084;0.0052447552447552;0.0052447552447552;0.3758741258741259;0.0052447552447552;0.0053285968028419;0.3996447602131439;0.0053285968028419;0.3730017761989342;0.1953818827708703;0.0053285968028419;0.0053285968028419;0.0053285968028419;0.0053285968028419;1.00801154382083;0.4103019538188277;0.3741258741258741;2361.290758996388;53.0;87.76470588235294
1002.0;0.0588235294117647;0.1764705882352941;0.3529411764705882;0.4117647058823529;0.0093167701863354;0.0093167701863354;0.0093167701863354;0.0093167701863354;0.2484472049689441;0.0093167701863354;0.0093167701863354;0.0093167701863354;0.0093167701863354;0.6677018633540373;0.0093167701863354;0.0209790209790209;0.0209790209790209;0.0209790209790209;0.0209790209790209;0.0209790209790209;0.0209790209790209;0.0209790209790209;0.7692307692307693;0.0209790209790209;0.0209790209790209;0.0209790209790209;0.0209790209790209;0.0167597765363128;0.8659217877094972;0.0167597765363128;0.0167597765363128;0.0167597765363128;0.0167597765363128;0.0167597765363128;0.0167597765363128;0.0167597765363128;2.0239089886460926;0.899441340782123;0.8321678321678322;2361.290758996388;43.0;90.11764705882352
1003.0;0.0225563909774436;0.0676691729323308;0.7518796992481203;0.1578947368421052;0.0062111801242236;0.0062111801242236;0.0062111801242236;0.0062111801242236;0.3002070393374741;0.0062111801242236;0.2587991718426501;0.062111801242236;0.0062111801242236;0.165631469979296;0.175983436853002;0.0120967741935483;0.0120967741935483;0.0120967741935483;0.0120967741935483;0.0120967741935483;0.0120967741935483;0.0120967741935483;0.8669354838709677;0.0120967741935483;0.0120967741935483;0.0120967741935483;0.0120967741935483;0.0125523012552301;0.899581589958159;0.0125523012552301;0.0125523012552301;0.0125523012552301;0.0125523012552301;0.0125523012552301;0.0125523012552301;0.0125523012552301;2.1440998596919725;0.9246861924686192;0.9032258064516128;2361.290758996388;41.0;90.58823529411764
1004.0;0.0588235294117647;0.1764705882352941;0.3529411764705882;0.4117647058823529;0.0086705202312138;0.0086705202312138;0.0086705202312138;0.0086705202312138;0.2023121387283237;0.3034682080924855;0.0086705202312138;0.0086705202312138;0.0086705202312138;0.1734104046242774;0.2601156069364161;0.0127659574468085;0.0127659574468085;0.0127659574468085;0.0127659574468085;0.0127659574468085;0.0127659574468085;0.0127659574468085;0.3191489361702128;0.0127659574468085;0.0127659574468085;0.5531914893617021;0.0127659574468085;0.0138888888888888;0.2777777777777778;0.0138888888888888;0.625;0.0138888888888888;0.0138888888888888;0.0138888888888888;0.0138888888888888;0.0138888888888888;0.9067935730960902;0.3055555555555556;0.3574468085106383;2361.290758996388;55.0;87.29411764705883
2001.0;0.0588235294117647;0.1764705882352941;0.3529411764705882;0.4117647058823529;0.0260869565217391;0.0260869565217391;0.0260869565217391;0.0260869565217391;0.0260869565217391;0.0260869565217391;0.0260869565217391;0.0260869565217391;0.0260869565217391;0.7391304347826086;0.0260869565217391;0.0234375;0.0234375;0.0234375;0.0234375;0.0234375;0.0234375;0.0234375;0.7421875;0.0234375;0.0234375;0.0234375;0.0234375;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;0.1111111111111111;2.911850079594841;0.3333333333333333;0.8125;2846.9961375450084;20.0;95.52941176470588
2002.0;0.0206896551724137;0.0620689655172413;0.7724137931034483;0.1448275862068965;0.0085470085470085;0.0085470085470085;0.0085470085470085;0.2706552706552707;0.2849002849002849;0.0085470085470085;0.0085470085470085;0.0085470085470085;0.0085470085470085;0.2136752136752136;0.1709401709401709;0.0157894736842105;0.0157894736842105;0.0157894736842105;0.0157894736842105;0.0157894736842105;0.0157894736842105;0.0157894736842105;0.5526315789473685;0.0157894736842105;0.0157894736842105;0.2894736842105263;0.0157894736842105;0.0127118644067796;0.614406779661017;0.0127118644067796;0.2966101694915254;0.0127118644067796;0.0127118644067796;0.0127118644067796;0.0127118644067796;0.0127118644067796;2.834623182341032;0.6398305084745762;0.6000000000000001;2846.9961375450084;24.0;94.58823529411764
2003.0;0.0048076923076923;0.0144230769230769;0.9471153846153846;0.0336538461538461;0.0064935064935064;0.0064935064935064;0.0064935064935064;0.0064935064935064;0.0064935064935064;0.0064935064935064;0.7575757575757576;0.0064935064935064;0.0064935064935064;0.1839826839826839;0.0064935064935064;0.0037688442211055;0.0037688442211055;0.1067839195979899;0.0037688442211055;0.2889447236180904;0.0037688442211055;0.0037688442211055;0.2763819095477386;0.0037688442211055;0.1193467336683417;0.1821608040201005;0.0037688442211055;0.0042674253200568;0.3982930298719772;0.0042674253200568;0.2773826458036984;0.2987197724039829;0.0042674253200568;0.0042674253200568;0.0042674253200568;0.0042674253200568;2.216199074834672;0.406827880512091;0.2876884422110552;2846.9961375450084;40.0;90.8235294117647
2004.0;0.0053003533568904;0.0159010600706713;0.941696113074205;0.0371024734982332;0.0080645161290322;0.0080645161290322;0.0080645161290322;0.0080645161290322;0.0080645161290322;0.0080645161290322;0.6854838709677419;0.0080645161290322;0.0080645161290322;0.2419354838709677;0.0080645161290322;0.0056925996204933;0.0056925996204933;0.0056925996204933;0.0056925996204933;0.1328273244781783;0.0056925996204933;0.0056925996204933;0.6451612903225806;0.0056925996204933;0.0056925996204933;0.1707779886148007;0.0056925996204933;0.0056818181818181;0.5681818181818182;0.1515151515151515;0.0056818181818181;0.2462121212121212;0.0056818181818181;0.0056818181818181;0.0056818181818181;0.0056818181818181;2.986762593125018;0.725378787878788;0.6622390891840607;2846.9961375450084;15.0;96.70588235294116
2005.0;0.034090909090909;0.1022727272727272;0.625;0.2386363636363636;0.0285714285714285;0.0285714285714285;0.0285714285714285;0.0285714285714285;0.7142857142857143;0.0285714285714285;0.0285714285714285;0.0285714285714285;0.0285714285714285;0.0285714285714285;0.0285714285714285;0.0136363636363636;0.3409090909090909;0.0136363636363636;0.0136363636363636;0.0136363636363636;0.0136363636363636;0.0136363636363636;0.5227272727272727;0.0136363636363636;0.0136363636363636;0.0136363636363636;0.0136363636363636;0.0115830115830115;0.9073359073359072;0.0115830115830115;0.0115830115830115;0.0115830115830115;0.0115830115830115;0.0115830115830115;0.0115830115830115;0.0115830115830115;3.465067706582865;0.9305019305019304;0.8909090909090909;2846.9961375450084;2.0;99.76470588235294
2006.0;0.006578947368421;0.2434210526315789;0.7039473684210527;0.0460526315789473;0.0068337129840546;0.0068337129840546;0.0068337129840546;0.0068337129840546;0.0068337129840546;0.3416856492027335;0.2619589977220957;0.0068337129840546;0.0068337129840546;0.3416856492027335;0.0068337129840546;0.0078947368421052;0.0078947368421052;0.0078947368421052;0.0078947368421052;0.1842105263157894;0.0078947368421052;0.0078947368421052;0.7368421052631579;0.0078947368421052;0.0078947368421052;0.0078947368421052;0.0078947368421052;0.0069284064665127;0.4387990762124711;0.1732101616628175;0.0069284064665127;0.3464203233256351;0.0069284064665127;0.0069284064665127;0.0069284064665127;0.0069284064665127;3.048577474872422;0.6189376443418013;0.7605263157894737;2846.9961375450084;13.0;97.1764705882353
